isoform,ref_enst,structural_category
PB.4898.14,ENST00000705962.1,incomplete-splice_match
PB.4898.16,ENST00000705962.1,incomplete-splice_match
PB.4898.17,ENST00000705962.1,incomplete-splice_match
PB.4898.2,ENST00000705962.1,full-splice_match
PB.4898.7,ENST00000705962.1,incomplete-splice_match
PB.4898.9,ENST00000705962.1,full-splice_match
PB.4899.1,ENST00000437081.1,full-splice_match
PB.49.1,ENST00000378156.9,full-splice_match
PB.4900.1,ENST00000423517.6,incomplete-splice_match
PB.4900.2,ENST00000423517.6,incomplete-splice_match
PB.4901.100,ENST00000394788.7,full-splice_match
PB.4901.102,ENST00000394788.7,incomplete-splice_match
PB.4901.103,ENST00000394788.7,incomplete-splice_match
PB.4901.104,ENST00000394788.7,incomplete-splice_match
PB.4901.105,ENST00000394788.7,incomplete-splice_match
PB.4901.108,ENST00000447544.7,full-splice_match
PB.4901.110,ENST00000447544.7,full-splice_match
PB.4901.111,ENST00000441109.6,incomplete-splice_match
PB.4901.121,ENST00000447544.7,incomplete-splice_match
PB.4901.122,ENST00000432207.5,full-splice_match
PB.4901.125,ENST00000447544.7,incomplete-splice_match
PB.4901.20,ENST00000309881.11,full-splice_match
PB.4901.21,ENST00000309881.11,full-splice_match
PB.4901.22,ENST00000309881.11,incomplete-splice_match
PB.4901.23,ENST00000309881.11,incomplete-splice_match
PB.4901.24,ENST00000309881.11,full-splice_match
PB.4901.26,ENST00000309881.11,full-splice_match
PB.4901.72,ENST00000447544.7,full-splice_match
PB.4901.73,ENST00000447544.7,full-splice_match
PB.4901.74,ENST00000394788.7,full-splice_match
PB.4901.75,ENST00000447544.7,full-splice_match
PB.4901.78,ENST00000447544.7,full-splice_match
PB.4901.80,ENST00000394788.7,full-splice_match
PB.4901.83,ENST00000394788.7,full-splice_match
PB.4901.85,ENST00000394788.7,full-splice_match
PB.4901.88,ENST00000441109.6,incomplete-splice_match
PB.4901.89,ENST00000394788.7,full-splice_match
PB.4901.92,ENST00000447544.7,full-splice_match
PB.4901.95,ENST00000447544.7,full-splice_match
PB.4902.1,ENST00000331242.12,full-splice_match
PB.4902.2,ENST00000331242.12,full-splice_match
PB.4903.1,ENST00000265362.9,full-splice_match
PB.4904.1,ENST00000359206.8,incomplete-splice_match
PB.4904.12,ENST00000644106.1,incomplete-splice_match
PB.4904.3,ENST00000359206.8,full-splice_match
PB.4904.4,ENST00000649586.2,full-splice_match
PB.4904.5,ENST00000265723.8,incomplete-splice_match
PB.4905.2,ENST00000331536.8,full-splice_match
PB.4906.1,ENST00000265724.8,full-splice_match
PB.4906.2,ENST00000622132.5,full-splice_match
PB.4907.2,ENST00000341119.10,full-splice_match
PB.4907.4,ENST00000341119.10,full-splice_match
PB.4907.6,ENST00000341119.10,full-splice_match
PB.4907.8,ENST00000341119.10,full-splice_match
PB.4907.9,ENST00000341119.10,full-splice_match
PB.4908.1,ENST00000265729.7,full-splice_match
PB.4908.2,ENST00000265729.7,full-splice_match
PB.4909.1,ENST00000394654.4,full-splice_match
PB.491.2,ENST00000455406.6,full-splice_match
PB.4910.1,ENST00000497063.5,full-splice_match
PB.4911.1,ENST00000394621.7,full-splice_match
PB.4913.1,ENST00000222511.11,full-splice_match
PB.4913.2,ENST00000222511.11,full-splice_match
PB.4913.3,ENST00000222511.11,full-splice_match
PB.4913.4,ENST00000222511.11,full-splice_match
PB.4913.5,ENST00000222511.11,full-splice_match
PB.4913.6,ENST00000222511.11,full-splice_match
PB.4914.10,ENST00000380050.8,full-splice_match
PB.4914.3,ENST00000462636.5,full-splice_match
PB.4914.4,ENST00000287916.8,full-splice_match
PB.4914.6,ENST00000496677.6,full-splice_match
PB.4914.9,ENST00000380050.8,full-splice_match
PB.4915.3,ENST00000380079.9,full-splice_match
PB.4915.4,ENST00000380079.9,full-splice_match
PB.4915.5,ENST00000380079.9,full-splice_match
PB.4915.7,ENST00000380079.9,full-splice_match
PB.4916.1,ENST00000287934.4,full-splice_match
PB.4916.2,ENST00000287934.4,full-splice_match
PB.4917.1,ENST00000351870.8,full-splice_match
PB.4917.2,ENST00000351870.8,full-splice_match
PB.4917.3,ENST00000351870.8,full-splice_match
PB.4917.4,ENST00000442961.1,full-splice_match
PB.4918.1,ENST00000450723.5,full-splice_match
PB.4918.2,ENST00000003100.13,full-splice_match
PB.4918.3,ENST00000003100.13,full-splice_match
PB.4919.1,ENST00000680074.1,incomplete-splice_match
PB.4919.11,ENST00000491695.2,incomplete-splice_match
PB.4919.12,ENST00000491695.2,incomplete-splice_match
PB.4919.2,ENST00000680074.1,incomplete-splice_match
PB.4919.3,ENST00000680074.1,incomplete-splice_match
PB.4919.4,ENST00000394564.5,full-splice_match
PB.4919.5,ENST00000493453.1,incomplete-splice_match
PB.4919.6,ENST00000493453.1,incomplete-splice_match
PB.4919.7,ENST00000680534.1,incomplete-splice_match
PB.4919.8,ENST00000680534.1,incomplete-splice_match
PB.492.1,ENST00000415760.5,incomplete-splice_match
PB.4920.1,ENST00000394505.7,full-splice_match
PB.4920.12,ENST00000394505.7,full-splice_match
PB.4920.14,ENST00000458177.7,full-splice_match
PB.4920.15,ENST00000690529.1,full-splice_match
PB.4920.2,ENST00000692807.1,full-splice_match
PB.4920.3,ENST00000394505.7,full-splice_match
PB.4920.6,ENST00000458177.7,full-splice_match
PB.4921.1,ENST00000265742.8,full-splice_match
PB.4921.2,ENST00000265742.8,full-splice_match
PB.4921.3,ENST00000265742.8,incomplete-splice_match
PB.4922.1,ENST00000248633.9,full-splice_match
PB.4922.4,ENST00000484913.5,full-splice_match
PB.4922.5,ENST00000248633.9,full-splice_match
PB.4922.6,ENST00000248633.9,incomplete-splice_match
PB.4922.7,ENST00000248633.9,incomplete-splice_match
PB.4922.8,ENST00000248633.9,incomplete-splice_match
PB.4923.1,ENST00000445716.6,full-splice_match
PB.4923.2,ENST00000445716.6,full-splice_match
PB.4923.3,ENST00000445716.6,full-splice_match
PB.4924.1,ENST00000265734.8,incomplete-splice_match
PB.4924.2,ENST00000265734.8,incomplete-splice_match
PB.4925.1,ENST00000265734.8,incomplete-splice_match
PB.4925.2,ENST00000424848.3,full-splice_match
PB.4925.3,ENST00000265734.8,incomplete-splice_match
PB.4925.4,ENST00000424848.3,full-splice_match
PB.4926.1,ENST00000265732.10,full-splice_match
PB.4926.2,ENST00000265732.10,full-splice_match
PB.4927.1,ENST00000305866.10,full-splice_match
PB.4927.2,ENST00000305866.10,full-splice_match
PB.4927.3,ENST00000305866.10,full-splice_match
PB.4927.5,ENST00000305866.10,full-splice_match
PB.4928.1,ENST00000379958.3,full-splice_match
PB.4929.1,ENST00000248564.6,full-splice_match
PB.4929.2,ENST00000248564.6,full-splice_match
PB.4929.3,ENST00000248564.6,full-splice_match
PB.493.10,ENST00000370898.9,full-splice_match
PB.493.11,ENST00000370899.7,full-splice_match
PB.493.15,ENST00000326637.8,incomplete-splice_match
PB.493.17,ENST00000326637.8,incomplete-splice_match
PB.493.19,ENST00000326637.8,full-splice_match
PB.493.21,ENST00000326637.8,incomplete-splice_match
PB.493.27,ENST00000326637.8,incomplete-splice_match
PB.493.28,ENST00000326637.8,incomplete-splice_match
PB.493.3,ENST00000370898.9,full-splice_match
PB.493.31,ENST00000326637.8,incomplete-splice_match
PB.493.34,ENST00000326637.8,incomplete-splice_match
PB.493.37,ENST00000326637.8,incomplete-splice_match
PB.493.4,ENST00000467578.7,full-splice_match
PB.493.5,ENST00000557284.7,full-splice_match
PB.493.6,ENST00000370898.9,full-splice_match
PB.493.7,ENST00000370898.9,full-splice_match
PB.493.8,ENST00000370898.9,full-splice_match
PB.493.9,ENST00000370898.9,full-splice_match
PB.4931.1,ENST00000222547.8,full-splice_match
PB.4931.2,ENST00000222547.8,full-splice_match
PB.4932.1,ENST00000297273.9,full-splice_match
PB.4933.3,ENST00000433360.6,incomplete-splice_match
PB.4933.4,ENST00000424654.5,incomplete-splice_match
PB.4933.5,ENST00000433360.6,incomplete-splice_match
PB.4933.6,ENST00000433881.5,incomplete-splice_match
PB.4934.1,ENST00000648936.2,full-splice_match
PB.4935.1,ENST00000340694.8,incomplete-splice_match
PB.4936.1,ENST00000222572.8,full-splice_match
PB.4936.2,ENST00000433091.6,full-splice_match
PB.4936.3,ENST00000222572.8,full-splice_match
PB.4936.5,ENST00000433091.6,full-splice_match
PB.4936.6,ENST00000222572.8,full-splice_match
PB.4937.2,ENST00000325885.6,full-splice_match
PB.4938.1,ENST00000005178.6,full-splice_match
PB.4938.11,ENST00000005178.6,full-splice_match
PB.4938.12,ENST00000005178.6,full-splice_match
PB.4938.13,ENST00000005178.6,full-splice_match
PB.4938.15,ENST00000005178.6,full-splice_match
PB.4938.16,ENST00000005178.6,full-splice_match
PB.4938.17,ENST00000005178.6,full-splice_match
PB.4938.18,ENST00000005178.6,incomplete-splice_match
PB.4938.2,ENST00000005178.6,full-splice_match
PB.4938.3,ENST00000005178.6,full-splice_match
PB.4939.1,ENST00000359388.8,full-splice_match
PB.4939.5,ENST00000447467.6,full-splice_match
PB.4939.6,ENST00000447467.6,full-splice_match
PB.4939.7,ENST00000447467.6,full-splice_match
PB.494.3,ENST00000340866.10,full-splice_match
PB.494.4,ENST00000340866.10,full-splice_match
PB.494.5,ENST00000340866.10,full-splice_match
PB.494.6,ENST00000417775.5,full-splice_match
PB.4940.1,ENST00000265631.10,full-splice_match
PB.4940.2,ENST00000265631.10,full-splice_match
PB.4940.3,ENST00000265631.10,full-splice_match
PB.4942.1,ENST00000248566.4,full-splice_match
PB.4943.1,ENST00000394308.8,full-splice_match
PB.4944.1,ENST00000432641.3,full-splice_match
PB.4946.1,ENST00000297293.6,full-splice_match
PB.4946.3,ENST00000297293.6,incomplete-splice_match
PB.4946.4,ENST00000297293.6,incomplete-splice_match
PB.4947.1,ENST00000265634.4,full-splice_match
PB.4948.2,ENST00000447648.7,full-splice_match
PB.4949.2,ENST00000360902.2,incomplete-splice_match
PB.495.2,ENST00000370867.8,full-splice_match
PB.495.3,ENST00000370867.8,full-splice_match
PB.495.4,ENST00000370867.8,full-splice_match
PB.4950.1,ENST00000262942.10,full-splice_match
PB.4950.2,ENST00000262942.10,full-splice_match
PB.4952.1,ENST00000646101.2,full-splice_match
PB.4952.2,ENST00000646101.2,incomplete-splice_match
PB.4952.3,ENST00000458033.6,full-splice_match
PB.4953.1,ENST00000350498.8,full-splice_match
PB.4953.2,ENST00000350498.8,full-splice_match
PB.4954.1,ENST00000403633.6,full-splice_match
PB.4955.1,ENST00000292478.9,full-splice_match
PB.4955.2,ENST00000292478.9,full-splice_match
PB.4956.1,ENST00000394186.3,full-splice_match
PB.4957.1,ENST00000436336.6,full-splice_match
PB.4957.2,ENST00000292476.10,full-splice_match
PB.4958.1,ENST00000337673.7,full-splice_match
PB.4958.2,ENST00000337673.7,full-splice_match
PB.4959.1,ENST00000326775.10,full-splice_match
PB.4959.3,ENST00000451158.5,incomplete-splice_match
PB.4959.4,ENST00000394170.6,incomplete-splice_match
PB.4959.5,ENST00000451158.5,incomplete-splice_match
PB.4959.6,ENST00000394170.6,incomplete-splice_match
PB.496.1,ENST00000370841.9,full-splice_match
PB.496.10,ENST00000370841.9,full-splice_match
PB.496.11,ENST00000370834.9,full-splice_match
PB.496.12,ENST00000681430.1,full-splice_match
PB.496.13,ENST00000526196.5,full-splice_match
PB.496.2,ENST00000370841.9,incomplete-splice_match
PB.496.3,ENST00000370841.9,full-splice_match
PB.496.4,ENST00000370841.9,full-splice_match
PB.496.5,ENST00000526196.5,full-splice_match
PB.496.6,ENST00000370841.9,full-splice_match
PB.496.7,ENST00000681430.1,full-splice_match
PB.496.8,ENST00000420607.6,full-splice_match
PB.496.9,ENST00000370841.9,full-splice_match
PB.4960.1,ENST00000412636.5,full-splice_match
PB.4960.3,ENST00000252713.9,full-splice_match
PB.4960.5,ENST00000493277.5,full-splice_match
PB.4960.6,ENST00000493277.5,full-splice_match
PB.4960.7,ENST00000424881.5,full-splice_match
PB.4961.1,ENST00000449309.2,full-splice_match
PB.4962.1,ENST00000349062.7,full-splice_match
PB.4962.3,ENST00000349062.7,full-splice_match
PB.4963.1,ENST00000394152.7,full-splice_match
PB.4963.2,ENST00000394152.7,full-splice_match
PB.4963.3,ENST00000394152.7,full-splice_match
PB.4964.1,ENST00000324306.11,full-splice_match
PB.4964.2,ENST00000324306.11,full-splice_match
PB.4964.3,ENST00000324306.11,full-splice_match
PB.4964.4,ENST00000324306.11,full-splice_match
PB.4964.5,ENST00000324306.11,full-splice_match
PB.4964.6,ENST00000535170.5,incomplete-splice_match
PB.4965.1,ENST00000411734.1,full-splice_match
PB.4965.2,ENST00000292401.9,full-splice_match
PB.4966.1,ENST00000292450.9,full-splice_match
PB.4967.1,ENST00000299667.9,full-splice_match
PB.4967.2,ENST00000424697.5,full-splice_match
PB.4967.3,ENST00000299667.9,full-splice_match
PB.4967.5,ENST00000412947.6,full-splice_match
PB.4967.6,ENST00000424697.5,full-splice_match
PB.4968.1,ENST00000303904.8,full-splice_match
PB.4968.2,ENST00000303904.8,full-splice_match
PB.4968.3,ENST00000303904.8,full-splice_match
PB.4968.4,ENST00000303904.8,full-splice_match
PB.4968.5,ENST00000303904.8,full-splice_match
PB.4969.1,ENST00000303887.10,full-splice_match
PB.4970.1,ENST00000359593.9,full-splice_match
PB.4971.10,ENST00000692927.1,full-splice_match
PB.4971.11,ENST00000692466.1,full-splice_match
PB.4971.12,ENST00000452041.5,full-splice_match
PB.4971.3,ENST00000687216.1,full-splice_match
PB.4971.4,ENST00000687672.1,full-splice_match
PB.4971.5,ENST00000344095.8,full-splice_match
PB.4971.6,ENST00000453269.7,full-splice_match
PB.4971.7,ENST00000690367.1,full-splice_match
PB.4971.8,ENST00000692408.1,full-splice_match
PB.4971.9,ENST00000691370.1,full-splice_match
PB.4972.1,ENST00000360039.9,full-splice_match
PB.4973.1,ENST00000675162.3,full-splice_match
PB.4973.2,ENST00000675162.3,full-splice_match
PB.4974.1,ENST00000341942.10,full-splice_match
PB.4975.1,ENST00000684423.1,full-splice_match
PB.4976.1,ENST00000310512.4,full-splice_match
PB.4977.1,ENST00000300181.7,full-splice_match
PB.4978.2,ENST00000300176.9,full-splice_match
PB.4979.1,ENST00000223061.6,full-splice_match
PB.498.1,ENST00000370812.8,full-splice_match
PB.498.3,ENST00000370812.8,full-splice_match
PB.498.4,ENST00000370812.8,full-splice_match
PB.4980.1,ENST00000310300.11,full-splice_match
PB.4980.2,ENST00000310300.11,full-splice_match
PB.4983.1,ENST00000303151.5,full-splice_match
PB.4985.1,ENST00000200457.9,full-splice_match
PB.4986.1,ENST00000358173.8,full-splice_match
PB.4987.2,ENST00000611405.5,full-splice_match
PB.4987.3,ENST00000618262.4,full-splice_match
PB.4987.4,ENST00000614484.4,incomplete-splice_match
PB.4988.2,ENST00000306085.11,full-splice_match
PB.4989.1,ENST00000223095.5,full-splice_match
PB.499.1,ENST00000319942.8,full-splice_match
PB.4990.1,ENST00000241069.11,full-splice_match
PB.4991.1,ENST00000337619.11,full-splice_match
PB.4992.2,ENST00000223127.8,full-splice_match
PB.4993.1,ENST00000223136.5,full-splice_match
PB.4994.1,ENST00000305105.3,full-splice_match
PB.4995.1,ENST00000292538.9,full-splice_match
PB.4995.2,ENST00000292538.9,incomplete-splice_match
PB.4995.3,ENST00000360264.7,incomplete-splice_match
PB.4995.5,ENST00000645010.1,incomplete-splice_match
PB.4995.6,ENST00000645010.1,incomplete-splice_match
PB.4996.1,ENST00000444095.3,full-splice_match
PB.4997.1,ENST00000397912.3,full-splice_match
PB.4998.1,ENST00000315322.10,full-splice_match
PB.4998.2,ENST00000315322.10,full-splice_match
PB.4999.1,ENST00000495936.7,full-splice_match
PB.4999.2,ENST00000495936.7,full-splice_match
PB.5.1,ENST00000649529.1,full-splice_match
PB.50.1,ENST00000378097.6,full-splice_match
PB.50.2,ENST00000666163.1,full-splice_match
PB.50.6,ENST00000352527.6,full-splice_match
PB.50.7,ENST00000428161.6,full-splice_match
PB.500.10,ENST00000370798.5,full-splice_match
PB.500.12,ENST00000370801.8,full-splice_match
PB.5000.1,ENST00000292566.4,full-splice_match
PB.5000.2,ENST00000292566.4,full-splice_match
PB.5001.1,ENST00000292616.10,full-splice_match
PB.5001.2,ENST00000292616.10,full-splice_match
PB.5001.3,ENST00000292616.10,full-splice_match
PB.5002.1,ENST00000292614.10,full-splice_match
PB.5003.1,ENST00000379340.9,full-splice_match
PB.5003.2,ENST00000486319.5,full-splice_match
PB.5005.1,ENST00000413034.3,full-splice_match
PB.5006.1,ENST00000262940.12,full-splice_match
PB.5006.2,ENST00000449970.6,full-splice_match
PB.5007.1,ENST00000323716.8,full-splice_match
PB.5007.2,ENST00000441711.6,full-splice_match
PB.5007.6,ENST00000441711.6,full-splice_match
PB.5008.1,ENST00000465647.6,full-splice_match
PB.5008.2,ENST00000427257.5,full-splice_match
PB.5008.3,ENST00000465647.6,full-splice_match
PB.5008.4,ENST00000427257.5,full-splice_match
PB.5009.1,ENST00000249269.9,full-splice_match
PB.5009.10,ENST00000249269.9,full-splice_match
PB.5009.11,ENST00000706454.1,full-splice_match
PB.5009.2,ENST00000428154.5,full-splice_match
PB.5009.3,ENST00000249269.9,full-splice_match
PB.5009.4,ENST00000706454.1,full-splice_match
PB.5009.5,ENST00000249269.9,full-splice_match
PB.5009.6,ENST00000249269.9,full-splice_match
PB.5009.7,ENST00000249269.9,full-splice_match
PB.5009.8,ENST00000249269.9,full-splice_match
PB.5009.9,ENST00000706454.1,full-splice_match
PB.5010.1,ENST00000379263.8,full-splice_match
PB.5010.2,ENST00000249270.11,incomplete-splice_match
PB.5010.3,ENST00000249270.11,incomplete-splice_match
PB.5011.1,ENST00000679341.1,full-splice_match
PB.5011.2,ENST00000452798.1,full-splice_match
PB.5011.3,ENST00000292644.5,full-splice_match
PB.5011.4,ENST00000292644.5,full-splice_match
PB.5013.1,ENST00000297431.9,full-splice_match
PB.5013.2,ENST00000485726.1,full-splice_match
PB.5015.2,ENST00000482862.2,full-splice_match
PB.5015.3,ENST00000393651.8,full-splice_match
PB.5016.1,ENST00000479838.3,incomplete-splice_match
PB.5016.2,ENST00000473063.2,incomplete-splice_match
PB.5016.3,ENST00000476671.5,incomplete-splice_match
PB.5016.4,ENST00000473063.2,incomplete-splice_match
PB.5016.5,ENST00000476671.5,full-splice_match
PB.5016.6,ENST00000473063.2,incomplete-splice_match
PB.5016.7,ENST00000311117.8,incomplete-splice_match
PB.5017.1,ENST00000469408.6,full-splice_match
PB.5019.2,ENST00000455385.7,full-splice_match
PB.5019.3,ENST00000455385.7,full-splice_match
PB.5019.4,ENST00000470347.1,full-splice_match
PB.5019.5,ENST00000706298.1,full-splice_match
PB.502.1,ENST00000370791.8,full-splice_match
PB.502.3,ENST00000643143.1,incomplete-splice_match
PB.502.4,ENST00000370791.8,full-splice_match
PB.502.6,ENST00000370791.8,full-splice_match
PB.502.7,ENST00000370791.8,full-splice_match
PB.5020.10,ENST00000222553.8,full-splice_match
PB.5020.11,ENST00000681550.1,full-splice_match
PB.5020.12,ENST00000679461.1,incomplete-splice_match
PB.5020.13,ENST00000222553.8,full-splice_match
PB.5020.14,ENST00000681550.1,full-splice_match
PB.5020.15,ENST00000222553.8,full-splice_match
PB.5020.2,ENST00000222553.8,full-splice_match
PB.5020.3,ENST00000679461.1,incomplete-splice_match
PB.5020.4,ENST00000681550.1,full-splice_match
PB.5020.5,ENST00000222553.8,full-splice_match
PB.5020.6,ENST00000681550.1,full-splice_match
PB.5020.7,ENST00000679461.1,incomplete-splice_match
PB.5020.8,ENST00000222553.8,full-splice_match
PB.5020.9,ENST00000222553.8,full-splice_match
PB.5021.1,ENST00000257700.7,full-splice_match
PB.5021.2,ENST00000257700.7,full-splice_match
PB.5021.4,ENST00000257700.7,full-splice_match
PB.5021.5,ENST00000257700.7,full-splice_match
PB.5022.1,ENST00000265717.5,full-splice_match
PB.5023.1,ENST00000523505.3,full-splice_match
PB.5024.1,ENST00000468410.5,incomplete-splice_match
PB.5024.2,ENST00000222574.9,incomplete-splice_match
PB.5024.3,ENST00000222574.9,full-splice_match
PB.5024.4,ENST00000468410.5,full-splice_match
PB.5024.5,ENST00000468410.5,incomplete-splice_match
PB.5025.10,ENST00000304402.6,full-splice_match
PB.5025.13,ENST00000304402.6,full-splice_match
PB.5025.14,ENST00000304402.6,full-splice_match
PB.5025.15,ENST00000304402.6,full-splice_match
PB.5025.17,ENST00000496754.1,full-splice_match
PB.5025.18,ENST00000304402.6,full-splice_match
PB.5025.2,ENST00000496754.1,full-splice_match
PB.5025.5,ENST00000473300.1,full-splice_match
PB.5025.6,ENST00000304402.6,full-splice_match
PB.5025.7,ENST00000304402.6,full-splice_match
PB.5025.9,ENST00000304402.6,full-splice_match
PB.5026.2,ENST00000265720.8,full-splice_match
PB.5027.1,ENST00000297135.9,full-splice_match
PB.5027.10,ENST00000297135.9,full-splice_match
PB.5027.11,ENST00000297135.9,full-splice_match
PB.5027.13,ENST00000297135.9,full-splice_match
PB.5027.15,ENST00000297135.9,full-splice_match
PB.5027.2,ENST00000297135.9,full-splice_match
PB.5027.21,ENST00000297135.9,full-splice_match
PB.5027.22,ENST00000297135.9,full-splice_match
PB.5027.6,ENST00000297135.9,incomplete-splice_match
PB.5028.1,ENST00000005259.9,full-splice_match
PB.5028.12,ENST00000445771.6,incomplete-splice_match
PB.5028.13,ENST00000005259.9,full-splice_match
PB.5028.14,ENST00000005259.9,full-splice_match
PB.5028.15,ENST00000005259.9,full-splice_match
PB.5028.16,ENST00000005259.9,full-splice_match
PB.5028.18,ENST00000005259.9,full-splice_match
PB.5028.2,ENST00000005259.9,full-splice_match
PB.5028.20,ENST00000005259.9,full-splice_match
PB.5028.22,ENST00000445771.6,incomplete-splice_match
PB.5028.24,ENST00000005259.9,full-splice_match
PB.5028.27,ENST00000465919.5,full-splice_match
PB.5028.29,ENST00000445771.6,full-splice_match
PB.5028.30,ENST00000445771.6,incomplete-splice_match
PB.5028.31,ENST00000005259.9,incomplete-splice_match
PB.5028.5,ENST00000465919.5,full-splice_match
PB.5028.6,ENST00000005259.9,full-splice_match
PB.5028.8,ENST00000445771.6,full-splice_match
PB.5029.1,ENST00000440859.8,full-splice_match
PB.5029.2,ENST00000440859.8,full-splice_match
PB.5029.3,ENST00000440859.8,full-splice_match
PB.5029.4,ENST00000440859.8,full-splice_match
PB.5029.5,ENST00000440859.8,full-splice_match
PB.5029.6,ENST00000440859.8,full-splice_match
PB.503.1,ENST00000370794.7,full-splice_match
PB.503.11,ENST00000370793.5,incomplete-splice_match
PB.503.12,ENST00000370794.7,incomplete-splice_match
PB.503.13,ENST00000370794.7,incomplete-splice_match
PB.503.14,ENST00000370794.7,incomplete-splice_match
PB.503.8,ENST00000370793.5,full-splice_match
PB.503.9,ENST00000370794.7,incomplete-splice_match
PB.5030.1,ENST00000689362.1,full-splice_match
PB.5031.1,ENST00000222399.11,full-splice_match
PB.5031.2,ENST00000222399.11,incomplete-splice_match
PB.5031.4,ENST00000222399.11,incomplete-splice_match
PB.5031.5,ENST00000222399.11,incomplete-splice_match
PB.5031.6,ENST00000678232.1,full-splice_match
PB.5031.7,ENST00000677652.1,full-splice_match
PB.5032.1,ENST00000205402.10,full-splice_match
PB.5032.10,ENST00000205402.10,full-splice_match
PB.5032.11,ENST00000205402.10,full-splice_match
PB.5032.12,ENST00000205402.10,full-splice_match
PB.5032.13,ENST00000205402.10,full-splice_match
PB.5032.4,ENST00000205402.10,full-splice_match
PB.5032.5,ENST00000205402.10,full-splice_match
PB.5032.7,ENST00000205402.10,full-splice_match
PB.5032.8,ENST00000205402.10,full-splice_match
PB.5032.9,ENST00000205402.10,full-splice_match
PB.5033.1,ENST00000249356.4,full-splice_match
PB.5033.3,ENST00000249356.4,full-splice_match
PB.5034.1,ENST00000436062.5,full-splice_match
PB.5034.10,ENST00000257694.13,full-splice_match
PB.5034.11,ENST00000436062.5,full-splice_match
PB.5034.15,ENST00000453144.5,full-splice_match
PB.5034.2,ENST00000436062.5,full-splice_match
PB.5034.23,ENST00000415914.4,full-splice_match
PB.5034.3,ENST00000257694.13,full-splice_match
PB.5034.4,ENST00000436062.5,full-splice_match
PB.5034.6,ENST00000436062.5,full-splice_match
PB.5034.8,ENST00000257694.13,full-splice_match
PB.5034.9,ENST00000257694.13,full-splice_match
PB.5035.1,ENST00000308478.10,full-splice_match
PB.5035.2,ENST00000451085.5,full-splice_match
PB.5035.3,ENST00000422987.3,full-splice_match
PB.5036.1,ENST00000361822.8,full-splice_match
PB.5036.3,ENST00000361822.8,full-splice_match
PB.5036.4,ENST00000361822.8,full-splice_match
PB.5037.1,ENST00000403825.8,full-splice_match
PB.5037.2,ENST00000403825.8,full-splice_match
PB.5037.3,ENST00000403825.8,full-splice_match
PB.5037.4,ENST00000403825.8,full-splice_match
PB.5037.5,ENST00000674915.1,full-splice_match
PB.5037.6,ENST00000535603.5,full-splice_match
PB.5038.1,ENST00000450156.6,incomplete-splice_match
PB.5039.1,ENST00000447395.5,full-splice_match
PB.5039.10,ENST00000312814.11,full-splice_match
PB.5039.11,ENST00000312814.11,full-splice_match
PB.5039.12,ENST00000312814.11,full-splice_match
PB.5039.2,ENST00000312814.11,full-splice_match
PB.5039.3,ENST00000447395.5,full-splice_match
PB.5039.4,ENST00000447395.5,full-splice_match
PB.5039.5,ENST00000447395.5,full-splice_match
PB.5039.6,ENST00000312814.11,full-splice_match
PB.5039.9,ENST00000312814.11,full-splice_match
PB.504.1,ENST00000334785.12,full-splice_match
PB.504.10,ENST00000440324.5,incomplete-splice_match
PB.504.11,ENST00000334785.12,incomplete-splice_match
PB.504.14,ENST00000334785.12,full-splice_match
PB.504.2,ENST00000334785.12,incomplete-splice_match
PB.504.21,ENST00000334785.12,incomplete-splice_match
PB.504.23,ENST00000440324.5,incomplete-splice_match
PB.504.29,ENST00000334785.12,incomplete-splice_match
PB.504.30,ENST00000440324.5,incomplete-splice_match
PB.504.31,ENST00000440324.5,incomplete-splice_match
PB.504.32,ENST00000334785.12,incomplete-splice_match
PB.504.33,ENST00000440324.5,full-splice_match
PB.504.34,ENST00000334785.12,incomplete-splice_match
PB.504.6,ENST00000334785.12,full-splice_match
PB.504.7,ENST00000334785.12,full-splice_match
PB.5040.10,ENST00000653138.2,full-splice_match
PB.5040.11,ENST00000662721.1,full-splice_match
PB.5040.12,ENST00000664332.2,full-splice_match
PB.5040.13,ENST00000653138.2,full-splice_match
PB.5040.2,ENST00000297145.9,full-splice_match
PB.5040.5,ENST00000297145.9,full-splice_match
PB.5040.6,ENST00000654823.2,full-splice_match
PB.5040.7,ENST00000653138.2,full-splice_match
PB.5040.8,ENST00000653138.2,full-splice_match
PB.5040.9,ENST00000664332.2,full-splice_match
PB.5041.1,ENST00000397764.8,full-splice_match
PB.5041.2,ENST00000441359.1,full-splice_match
PB.5042.1,ENST00000312849.4,full-splice_match
PB.5044.1,ENST00000393486.6,full-splice_match
PB.5045.1,ENST00000393486.6,incomplete-splice_match
PB.5046.1,ENST00000358204.9,full-splice_match
PB.5046.2,ENST00000358204.9,full-splice_match
PB.5047.10,ENST00000222693.5,full-splice_match
PB.5047.11,ENST00000222693.5,full-splice_match
PB.5047.12,ENST00000343213.2,full-splice_match
PB.5047.13,ENST00000222693.5,full-splice_match
PB.5047.14,ENST00000495841.1,full-splice_match
PB.5047.2,ENST00000222693.5,full-splice_match
PB.5047.3,ENST00000495841.1,full-splice_match
PB.5047.4,ENST00000495841.1,full-splice_match
PB.5047.5,ENST00000222693.5,full-splice_match
PB.5047.7,ENST00000222693.5,full-splice_match
PB.5047.8,ENST00000343213.2,full-splice_match
PB.5047.9,ENST00000222693.5,full-splice_match
